zone,tech,fuel,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DRC_East,OCGT,LNG,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
DRC_East,CCGT,LNG,0.98,0.96,0.95,0.94,0.94,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
DRC_East,ROR,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRC_East,ReservoirHydro,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRC_East,PV,Solar,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.519615242,0.504879815,0.490562261,0.476650728,0.463133704,0.45
DRC_East,OnshoreWind,Wind,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
DRC_East,OffshoreWind,Wind,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.604392975,0.597748693,0.591177453,0.584678454,0.5782509,0.571894006,0.565606995,0.559389099,0.553239559,0.547157623
DRC_East,BiomassPlant,Biomass,0.982352941,0.976470588,0.970588235,0.964705882,0.958823529,0.952941176,0.947058824,0.941176471,0.934926471,0.928676471,0.922426471,0.916176471,0.909926471,0.903676471,0.897426471,0.891176471,0.884926471,0.882352941,0.876676702,0.871036979,0.865433537,0.859866141,0.854334562,0.848838567,0.843377928,0.837952419,0.832561811,0.827205882
DRC_East,Storage,Battery,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
DRC_East,CSPPlant,CSP,1,0.947,0.894,0.84,0.787,0.734,0.681,0.628,0.618,0.609,0.599,0.589,0.58,0.57,0.561,0.551,0.541,0.532,0.522,0.513,0.503,0.494,0.484,0.474,0.465,0.455,0.446,0.436
Angola,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Burundi,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Cameroon,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
CAR,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Chad,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Congo,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
DRC,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
EquatorialGuinea,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Gabon,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Rwanda,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
STP,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
DRC_South,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
DRC_East,ICE,Gas,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Angola,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Burundi,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Cameroon,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
CAR,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Chad,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Congo,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
DRC,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
EquatorialGuinea,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Gabon,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Rwanda,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
STP,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
DRC_South,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
DRC_East,ICE,HFO,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Angola,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Burundi,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Cameroon,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
CAR,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Chad,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Congo,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
DRC,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
EquatorialGuinea,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Gabon,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Rwanda,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
STP,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
DRC_South,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
DRC_East,ICE,Diesel,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
